Last Name,First Name,Full name,Maiden Name (Last),Maiden Name,Birth Date,Death Date,Birth place,Death place,Gender,Associated Monthly Meeting,Notes
Haines,Mary,"Haines, Mary",Rhoads,"Rhoads, Mary",,1905-07-18,"Marple Township, Delaware County, Pa.","Rosemont, Pennsylvania",female,Haverford MM,"dt/o Joseph and Hannah Rhoads, born in 1819.  She married William Ellis Haines , M.D. (d. 1846) and they had 1 child.  She served as principal of Friends' Select School for Girls and later conducted a small private Germantown School.  She traveled on a religious visit to the British Isles in 1874 with Deborah C. Thomas of Baltimore and was at the London and Dublin Yearly Meetings."
Haines,Robert Bowne,"Haines, Robert Bowne",,,1827-02-16,1895-08-09,"Germantown, Pennsylvania","Cheltenham, Pennsylvania",male,,"s/o Reuben and Jane Bowne Haines.  In 1848 he went on an exploration of the northwest with others on horseback and canoe.  In 1849 he went to Green Bay, Wisconsin with Thomas Wistar and Alfred Cope ( appointd by President Taylor) to settle differences between the Menominee Indians and the government.  He attended the North Carolina YM in 1872 and 1875.  During his life he attended New England, Baltimore, New York, Ohio, Indiana and Canada Yearly Meetings."
Haines,Zebedee,"Haines, Zebedee",,,1843-09-20,1923-10-16,"near Medford, New Jersey","West Grove, Chester County, Pennsylvania",male,,s/o Zebedee and Elizabeth (Hendrickson) Haines.  He studied at Westtown School and Haverford Colllege.  He married Anna P. Harvey in 1870 and they had 5 children.  He was principal of Friends Select School from 1870-1877.  He then moved to West Grove and bought a farm.  In 1880 he was recorded a Minister and traveled in the next several years in the U.S. and Canada.  He served as Superintendent of Westtown School from 1891-1896.
Halhead,Miles,"Halhead, Miles",,,,,England,,male,,"He was born ca. 1614 and died before 1690.  He lived at Mountjoy, Westmorland. He married Ann ? and they had a son, Myles.  He was ""convinced"" in 1652 by George Fox and went to Swarthmoor.  He became a Minister and was one of the ""Valiant Sixty"".  He was beaten because he did not uncover his head when passing the wife of a justice.  He traveled to Ireland and Scotland in 1654 with James Lancaster and was imprisoned in Berwick in Northumberland and later with Thomas Salthouse at Plymouth and then Exeter."
Hall,Abigail,"Hall, Abigail",Williams,"Williams, Abigail",1812-02-26,1883-12-29,"near Plymouth, Montgomery Co., Pa.","Goshen, Chester County, Pennsylvania",female,,"dt/o Jesse and Hannah Williams.  She taught writing at Westtown School from 1840-44.   She was recognized as a Minister in about 1856.  She served as a governess at Westtown from 1851-1857 and then married Isaac Hall and moved to Ohio.  She returned to Goshen, Pennsylvania in 1858 and served as a member of the Westtown Committee."
Hall,Agnes,"Hall, Agnes",Kidd,"Kidd, Agnes",,1762-08-01,"Settle, Yorkshire, England","Settle, Yorkshire, England",female,Settle MM,"dt/o William and Dorothy Kidd, who were Members of Friends, born in 1688.  She became a Minister at age about 37 and served for 40 years.  Her Ministry was devoted to the Settle area.  She attended regularly at Friends' Meetings.  She was buried in the Friends burial ground at Settle."
Hall,Alice,"Hall, Alice",,,,1755-09-03,"Lancashire, England","Lancashire, England",female,Marsden MM,She was born in 1682.  At age about 24 she became a Minister and served for about 50 years.  
Hall,Alice,"Hall, Alice",Fetherstone,"Fetherstone, Alice",1709-01-30,1762-10-06,"Allendale, Northumberland, England","Philadelphia, Pennsylvania",female,Pardshaw MM,"dt/o John and Isabel Fetherstone, who were Members of Friends.  She became a Minister and served for 32 years.  She visited Friends in Ireland twice and most parts of England and Scotland.  She married Isaac Hall on 6/10/1743 and made a third visit to Ireland.  She received an invitation to visit the church in America and she landed there in October 1761 and visited many Meetings.  She became ill and died at the home of Isaac Zane in Philadelphia and was buried in Friends burial ground there."
Hall,David,"Hall, David",,,1683-12-22,1756-09-16,"Skipton, Yorkshire, England",,male,Knaresborough MM,"s/o John and Elizabeth Hall, a family of Friends.  He studied at the Free School at Skipton at age 14.  He became a Minister in 1711 and served for about 45 years.  He preached at Skipton and Keighley on market days.  He visited parts of England, Scotland and Ireland and kept a journal about his travels.  He married 1st, Mary Storrs in 1716, and 2nd Anne Foster (d. 1739) in 1726 and they had 9 children and 3rd, Deborah Atkinson, in 1740."
Hall,Francis Buren,"Hall, Francis Buren",,,,1981-12-26,"Frankford, Indiana","Schenectady, New York",male,West Richmond MM,"He studied at the University of Denver and Union Theological Seminary, New York City.  He married Pearl Crist Hall (d. March 1981) at 15th Street MM, New York.  From 1948 to 1963 he was involved with the Bruderhof Communities and served in Paraguay, Uraguay and England.  From 1961-74 he and his wife co-directed Powell House (New York Yearly Meeting retreat house) in Old Chatham, New York.  In 1974 they moved to Richmond, Indiana and he became Director of Quaker Hill Conference Center."
Hall,Hannah,"Hall, Hannah",Wigham,"Wigham, Hannah",1747-05-08,1807-04-29,"Cornwood, Northumberland, England","Little Broughton, England",female,Pardshaw MM,dt/o William and Rachel Wigham.  She married John Hall in 1769 and they had 12 children.  In about 1773 she became a Minister and served for about 33 years.  In 1783 she made trips in Lancashire and Cheshire with her mother.  In 1793 she went to the Isle of Man and to Scotland in 1801.
Hall,Hannah,"Hall, Hannah",,,,,,Ohio,female,Short Creek MM Ohio,"She married Thomas Hall and they had children.  She came forth in the Ministry in 1867 and a majority of her Meeting opposed her and some supported her.  This disagreement caused the General Meeting of Ohio to collapse in 1871.  She preached in Eastern Pennsylvania and made a visit to England.  She did another trip to England in 1874-75 and again in 1877-78.  Then she went to Australia and New Zealand and in about 1882 went to England, Palestine, India, Ceylon, Australia, Tasmania and Honolulu and arrived home in 1884."
Hall,John,"Hall, John",,,,1719-11-11,"Airton in Craven, Yorkshire, England","Skipton, England",male,,"He was born in 1637 and was educated as an Episcopalian.  He attended a Friends meeting and was ""convinced"" by Gervase Benson.  He was imprisoned many times and had many of his household goods taken from him.  He was married and had children.  He was the first Friend to visit Aberdeen."
Hall,John,"Hall, John",,,,1810-06-02,"Little Broughton, Cumberland, England","Little Broughton, England",male,,"s/o Isaac and Alice Fetherstone Hall, born in 1744.  He married Hannah Wigham in 1769 and they had 10 children.  He spoke in the Ministry in 1772 and traveled in different parts of England.  In 1779 he visited in America for most of 2 years and did not travel much thereafter."
Hall,John William,"Hall, John William",,,1842-01-28,1929-03-02,"High Studden, Yorkshire, England","Thirsk, Yorkshire, England",male,,"s/o Isaac Hall and Mary.  He studied at Wigton School, but was something of a handful.  He married Mary Ann Smith, dt/o Bartholomew Smith, at Thirsk, on 8/1/1867 and they had 6 children.  He supported the Society of Friends and attended Meetings throughout his life.  His own Ministry was frequent and he worked with the British and Foreign Bible Society."
Hall,Mary Ann,"Hall, Mary Ann",Smith,"Smith, Mary Ann",1841-11-24,1911-09-29,"Thirsk, Yorkshire, England","Thirsk, Yorkshire, England",female,,"dt/o Bartholomew Smith and Isabel (Oddie).  She studied at Ackworth School in 1853 -54.  She married John William Hall, s/o Isaac and Mary Hall, at Thirsk, on 8/1/1867 and they had 6 children.  She helped organize a branch of the British Women's Temperance Association.  She was a lifelong Member of the Society of Friends and frequently spoke in the Ministry and in prayer."
Hall,Ruth C.,"Hall, Ruth C.",Knowles,"Knowles, Ruth C.",1816-01-30,1891-07-14,"Charlotte, Vermont","Newberg, Oregon",female,,"dt/o David F. and Jemima (Hoag) Knowles.  Her family moved to Farnham, Canada East and she married at age 19 to Horatio N. Hall.  They had 5 children.  She was recorded a Minister at age 43 by Ferrisburg QM.  She attended most of the Yearly Meetings on the continent.  She lived in Iowa and lived and preached in Kansas and lived for 2 years in Oregon."
Hall,Thomas,"Hall, Thomas",,,1789-10-27,1867-04-29,"Little Broughton, Cumberland, England","Overend, Greysouthern, England",male,,"s/o John and Hannah Hall.  He married 1st, Mary Whinney, (d. 1835) dt/o Peter and Rebecca Whinney, at Greysouthen, on 10/24/1822 and they had 2 children.  He became a Minister by Pardshaw Monthly Meeting and visited small meetings in his own quarterly meeting area.  He served as superintendent of the Friends' School near Wigton.  He married 2nd, Jane Gummersall, dt/o Joseph Gummersall, (d. 1864) at Wigton, on 8/22/1840 and they did not have children.  "
Hall,William George,"Hall, William George",,,,1913-06-06,,"Bushwood, Leytonstone, N. E.",male,,"He was born ca. 1858.  He worked on the Friends Home Mission Committee and worked at Almesley, Wooton, Henley and Woburn Sands.  He was Minister of the ""evangelical"" type.  "
Hallett,Richard,"Hallett, Richard",,,1691-11-17,1769-05-19,"Newtown, Long Island, New York","Newtown, Long Island, New York",male,,"s/o William and Sarah (Woolsey) Hallett.  He became an approved Minister among Friends and he was the only one in his family to become a Quaker.  He married 1st, Amy Bowne, (d. 1733) dt/o John and Mary (Cock) Bowne, on 11/14/1717 and they had 5 children.  He married 2nd, Anne (Gilpin) Miller, widow of Joseph Miller, and dt/o Joseph and Hannah Gilpin, in 1739 at Birmingham, Pennsylvania.  She died on 9/15/1759."
Halliday,James,"Halliday, James",,,,,,,male,,"He lived in the 1680's and was a Minister.  In 1680 he came to Wales on his way to the Half-Year's meeting in Ireland.  He was imprisoned at Llanidlos, but through the intercession of Richard Davies was released and reached the meeting.  In 1682 he was imprisoned for being at Meeting for Worship."
Hallock,Persis Earl,"Hallock, Persis Earl",,,,1913-01-13,"Keeseville, New York","near Trumansburg, New York",female,,"dt/o Burling and Lydia Hallock, bornin 1830.  She studied at Nine Partners Boarding School, Dutchess County, New York.  She nearly drowned in the Ausable River, New York.  She became a teacher in 1847 and also a Minister.  In 1875 she visited England, Norway, France and Germany with Susan Gorham and in 1877 with her to Nova Scotia and Vermont and in 1878 to Bermuda.  She visited California and North Carolina twice each."
Hallock,Sarah E.,"Hallock, Sarah E.",,,,1907-01-20,"Keeseville, Essex County, New York","Rich Square, North Carolina",female,Rich Square MM,"dt/o Burling and Lydia Hallock, born in 1834.  She taught school for nearly 40 years.  She moved to Plainfield, Indiana and was acknowledged a Minister in 1891 and visited Canada, Philadelphia, Ohio, Iowa and Kansas.  In 1904 she moved to Rich Square, North Carolina and brought her Membership to Rich Square MM.  She traveled to England in 1905."
Hallowell,Benjamin,"Hallowell, Benjamin",,,1799-08-17,1877-09-07,"Shoemakertown, Montgomery Co., Pa.","Rockland, Maryland",male,Alexandria MM Virginia,"s/o Anthony and Jane (Shoemaker) Hallowell.  He studied at Abington, Pennsylvania under Nathan Shoemaker.  In 1871 he taught school at Westfield, New Jersey and Fair Hill, Maryland.  He taught at Westtown School and opened a school for boys  at Alexandria, Virginia.  He married on 10/13/1824 Margaret Elgar Farquhar (d. 1875) at Friends Meeting at Sandy Spring, Maryland.  In 1858 he retired and served as an Elder and and became a Minister by Alexandria MM.  He was one of the founders of Friends Central School in 1845."
Halstead,David,"Halstead, David",,,1777-06-27,1839-12-29,"Westchester County, New York","Dutchess County, New York",male,Creek MM,s/o David and Naomi Halstead.  He married in 1800 to Judith Griffin (d. 1850) and they had children.  They moved to Dutchess County and joined Creek Monthly Meeting.  In 1805 he became a Minister and visited adjacent Meetings.  He was also a member of 15th Street New York Yearly Meeting.
Hambly,Loveday,"Hambly, Loveday",Billing,"Billing, Loveday",,1682-12-14,"near Austell, England","Tregangeeves, England",female,,"dt/o Richard and Elizabeth (Connock) Billing, born ca. 1604.  She married William Hambly (d/ 1651) in 1639.  She was ""convinced"" through Thomas Curtis in ca. 1656 and this was confirmed during her visit with George Fox in Lanceston Castle prison.  In 1658 she was imprisoned at Bodmin.  In 1663 the first general meeting for the country was held at her home and in 1668 meetings for Discipline were established, with George Fox present."
Hammans,William,"Hammans, William",,,,1755-04-08,England,"Duck Creek, Maryland",male,Duck Creek MM,"He was born in 1683 in England and was a member of the Church of England.  He married 1st, Margaret ? and became ""convinced"" and joined Friends.  He came to Pennsylvania and settled in Chester.  He married 2nd, Lowry Lewis, a Minister and 3rd, Lydia Mendenhall, who died in 4 months.  In 1738 he moved to Kent County, Maryland and joined Duck Creek MM.  He became a powerful Minister and entertained traveling Friends."
Hammer,Isaac,"Hammer, Isaac",,,1769-04-08,1835-10-14,"near Philadelphia, Pennsylvania",Tennessee,male,,His parents were of German parentage and in ca.1783 they moved to Tennessee.  He became a Methodist preacher and later a Dunkard minister.  In 1808 he joined Friends and became a Minister.  During the years 1811 to 1827 he traveled throughout the eastern parts of the U.S. and later in Europe.
Hampton,Ann,"Hampton, Ann",Croasdale,"Croasdale, Ann",1731-01-16,1796-01-28,"Middletown, Bucks County, Pennsylvania","Byberry, Pennsylvania",female,Horsham MM,"dt/o Jeremiah and Grace (Heaton) Croasdale.  She married John Hampton of Wrightstown, Pennsylvania in 1748 and they had children.  She became a Minister in 1776 and visited adjacent provinces.  In 1792 she moved within the compass of Horsham Monthly Meeting."
