Name(s) of Enslaved Person (Transcribe what is listed),Age listed for Enslaved Person,Freed Age,Assumed Gender of Enslaved Person,Page Number,Image Name (A001870XX_XXX),Date (YYYY-MM-DD),"Place (Township, County, etc)",Place(State),"Transcribed - Name of Slaveholder (Last name, First name)","Unabbreviated - Name of Slaveholder (Last name, First name)",Assumed Gender of Slaveholder,"Transcribed - Witnesses (Last name, First name)","Unabbreviated - Witnesses (ex: ""Sealed and delivered in the Presence of..."") (Last name, First name)",Monthly Meeting,"Transcribed - Monthly Meeting Clerk (Last Name, First Name)","Unabbreviated - Clerk (Last name, First name)",Notes,Indexer initials,Checker initials,,,,,,,,,,,,,,
Ann,--,18,female,124,A0010894_01,1796-08-17,"Mansfield, Burlington County",New Jersey,"English, John",,male,,"
Thurman, Barzillai;
Plack, Henry*",Chesterfield,,,,ZM,WGC,,,,,,,,,,,,,,
Aaron,--,21,male,124,A0010894_01,1796-08-17,"Mansfield, Burlington County",New Jersey,"English, John",,male,,"
Thurman, Barzillai;
Plack, Henry*",Chesterfield,,,,ZM,WGC,,,,,,,,,,,,,,
M-,--,21,female,126,A0010895_01,1796-08-17,"Mansfield, Burlington County",New Jersey,"English, Joseph",,male,,"Black, William;
Thurman, Barzillai;
English, Joseph Jr.",Chesterfield,,,,ZM,WGC,,,,,,,,,,,,,,
Ann,--,18,female,126,A0010895_01,1796-08-17,"Mansfield, Burlington County",New Jersey,"English, Joseph",,male,,"Black, William;
Thurman, Barzillai;
English, Joseph Jr.",Chesterfield,,,,ZM,WGC,,,,,,,,,,,,,,
Aaron,--,21,male,126,A0010895_01,1796-08-17,"Mansfield, Burlington County",New Jersey,"English, Joseph",,male,,"Black, William;
Thurman, Barzillai;
English, Joseph Jr.",Chesterfield,,,,ZM,WGC,,,,,,,,,,,,,,
Samson,--,--,male,1,A00187000_006,1776-03-11,"Bristol, Bucks County",Pennsylvania,"Williams, Enion","Williams, Enion",male,"Hartshorne, Ha; 
Waln, Nicholas; 
Williams, En.","Waln, Nicholas; 
Hartshorne, Hu.;
Williams, Enion",--,,,,ZM,WGC,,,,,,,,,,,,,,
John,--,--,male,2,A00187000_007,1776-03-11,"Bristol, Bucks County",Pennsylvania,"Williams, Enion","Williams, Enion",male,"Hartshorne, Ha; 
Waln, Nicholas; 
Williams, Ennion","Waln, Nicholas; 
Hartshorne, Hu.;
Williams, Enion",--,,,,ZM,WGC,,,,,,,,,,,,,,
Nathaniel,26,26,male,3,A00187000_008,1776-03-11,"Bristol, Bucks County",Pennsylvania,"Williams, Enion","Williams, Enion",male,"Hartshorne, Ha; 
Waln, Nicholas; 
Williams, En.","Waln, Nicholas; 
Hartshorne, Hu.;
Williams, Enion",--,,,,ZM,WGC,,,,,,,,,,,,,,
Levi,--,--,male,4,A00187000_009,1776-03-11,"Bristol, Bucks County",Pennsylvania,"Williams, Enion","Williams, Enion",male,"Hartshorne, Ha; 
Waln, Nicholas; 
Williams, En.","Waln, Nicholas; 
Hartshorne, Hu.;
Williams, Enion",--,,,,ZM,WGC,,,,,,,,,,,,,,
Samuel,--,--,male,5,A00187000_010,1776-03-11,"Bristol, Bucks County",Pennsylvania,"Williams, Enion","Williams, Enion",male,"Hartshorne, Ha; 
Waln, Nicholas; 
Williams, En.","Waln, Nicholas; 
Hartshorne, Hu.;
Williams, Enion",--,,,,ZM,WGC,,,,,,,,,,,,,,
Jane,60,60,female,6,A00187000_011,1776-05-03,"Bristol, Bucks County",Pennsylvania,"Bidgood, William","Bidgood, William",male,"Moon, James;
Blakey, William;
Bidgood, William","Moon, James;
Blakey, William;
Bidgood, William",--,,,,ZM,WGC,,,,,,,,,,,,,,
Peter,49,49,male,7,A00187000_012,1776-08-19,"Falls, Bucks County",Pennsylvania,"Milnor, Joseph","Milnor, Joseph",male,"Moon, James;
Merrick, John;
Milnor, Joseph","Moon, James;
Merrick, John;
Milnor, Joseph",--,,,,ZM,WGC,,,,,,,,,,,,,,
William,66,66,male,8,A00187000_013,1776-05-03,"Falls, Bucks County",Pennsylvania,"Brown, George","Brown, George",male,"Moon, James;
Brown, George Jr.;
Brown, George","Moon, James;
Brown, George Jr.;
Brown, George",--,,,,ZM,WGC,,,,,,,,,,,,,,
Tattum,21,21,male,9,A00187000_014,1776-08-19,"Falls, Bucks County",Pennsylvania,"Brown, George","Brown, George",male,"Moon, James;
Blakey, William;
Brown, George","Moon, James;
Blakey, William;
Brown, George",--,,,,ZM,WGC,,,,,,,,,,,,,,
Savina,34,34,female,10,A00187000_015,1777-01-07,"Bristol, Bucks County",Pennsylvania,"Brown, John","Brown, John",male,"Moon, James;
Haplen, Thomas;
Brown, John","Moon, James;
Stapler, Thomas;
Brown, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Farmer, Thomas",60,60,male,11,A00187000_016,1777-01-28,"Lower Makefield,
Bucks County",Pennsylvania,"Yardley, Sarah","Yardley, Sarah",female,"Moon, James;
Haplen, Thomas;
Yardley, Sarah","Moon, James;
Stapler, Thomas;
Yardley, Sarah",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Cuffy, Daniel",55,55,male,12,A00187000_017,1777-01-28,"Lower Makefield,
Bucks County",Pennsylvania,"Yardley, Sarah","Yardley, Sarah",female,"Moon, James;
Haplen, Thomas;
Yardley, Sarah","Moon, James;
Stapler, Thomas;
Yardley, Sarah",--,,,,ZM,WGC,,,,,,,,,,,,,,
Hager,69,69,female,13,A00187000_018,1777-01-28,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Stapler, Thomas;
Warder, Elizabeth","Moon, James;
Stapler, Thomas;
Warder, Elizabeth",--,,,,ZM,WGC,,,,,,,,,,,,,,
Peter,49,49,male,14,A00187000_019,1777-11-07,"Bristol, Bucks County",Pennsylvania,"Brown, John","Brown, John",male,"Moon, James;
Blakey, William;
Brown, John","Moon, James;
Blakey, William;
Brown, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Hannah,14,18,female,15,A00187000_020,1777-11-07,"Bristol, Bucks County",Pennsylvania,"Brown, John","Brown, John",male,"Moon, James;
Blakey, William;
Brown, John","Moon, James;
Blakey, William;
Brown, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
James,8,21,male,16,A00187000_021,1777-11-07,"Bristol, Bucks County",Pennsylvania,"Brown, John","Brown, John",male,"Moon, James;
Blakey, William;
Brown, John","Moon, James;
Blakey, William;
Brown, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Zilpah,23,23,female,17,A00187000_022,1777-11-07,"Falls, Bucks County",Pennsylvania,"Lucas, Robert","Lucas, Robert",male,"Moon, James;
Moon, Moses;
Lucas, Robert","Moon, James;
Moon, Moses;
Lucas, Robert",--,,,,ZM,WGC,,,,,,,,,,,,,,
Mary,4,"18
(or age when
her enslaver dies)",female,18,A00187000_023,1777-11-12,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Nut, John;
Warder, Elizabeth","Moon, James;
Nut, John;
Warder, Elizabeth",--,,,,ZM,WGC,,,,,,,,,,,,,,
Dinah,42,42,female,19,A00187000_024,1777-11-12,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Nut, John;
Warder, Elizabeth","Moon, James;
Nut, John;
Warder, Elizabeth",--,,,mother of Ann or Nancy,ZM,WGC,,,,,,,,,,,,,,
Ann or Nancy,2,2,female,19,A00187000_024,1777-11-12,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Nut, John;
Warder, Elizabeth","Moon, James;
Nut, John;
Warder, Elizabeth",,,,daughter of Dinah,ZM,WGC,,,,,,,,,,,,,,
Hannah,21,21,female,20,A00187000_025,1777-11-12,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Nut, John;
Warder, Elizabeth","Moon, James;
Nut, John;
Warder, Elizabeth",--,,,mother of Sarah,ZM,WGC,,,,,,,,,,,,,,
Sarah,2,2,female,20,A00187000_025,1777-11-12,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Nut, John;
Warder, Elizabeth","Moon, James;
Nut, John;
Warder, Elizabeth",--,,,daughter of Hannah,,,,,,,,,,,,,,,,
Aaron,24,24,male,21,A00187000_026,1778-04-01,"Upper Makefield,
Bucks County",Pennsylvania,"Burroughs, John","Burroughs, John",male,"Moon, James;
Burroughs, John","Moon, James;
Burroughs, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Moses,23,23,male,22,A00187000_027,1778-04-01,"Upper Makefield,
Bucks County",Pennsylvania,"Burroughs, John","Burroughs, John",male,"Moon, James;
Burroughs, John","Moon, James;
Burroughs, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Virgil,40,40,male,23,A00187000_028,1781-01-15,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth","Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Williams, Fanny",20,20,female,24,A00187000_029,1781-01-15,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth","Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Williams, Hager",17,18,female,25,A00187000_030,1781-01-15,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth","Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth;
Bidgood, William",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Cary, Amy",14,18,female,26,A00187000_031,1781-01-15,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth","Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth;
Bidgood, William",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Williams, Aaron",14,21,male,27,A00187000_032,1781-01-15,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth","Moon, James;
Kirkbride, Jonathan;
Warder, Elizabeth;
Bidgood, William",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Williams, Ruth",20,20,female,28,A00187000_033,1781-09-07,"Lower Makefield,
Bucks County",Pennsylvania,"Warder, Elizabeth","Warder, Elizabeth",female,"Moon, James;
Blakey, William;
Warder, Elizabeth","Moon, James;
Blakey, William;
Warder, Elizabeth",--,,,,ZM,WGC,,,,,,,,,,,,,,
Rose,40,40,female,29,A00187000_034,1780-04-29,"Bristol, Bucks County",Pennsylvania,"Allen, Rebecca","Allen, Rebecca",female,"Moon, James;
Buckley, Phins.;
Allen, Rebekah","Moon, James;
Buckley, Phineas;
Allen, Rebekah",--,,,,ZM,WGC,,,,,,,,,,,,,,
Samuel,22,22,male,30,A00187000_035,1780-04-29,"Bristol, Bucks County",Pennsylvania,"Allen, Rebecca","Allen, Rebecca",female,"Moon, James;
Buckley, Phins.;
Allen, Rebekah","Moon, James;
Buckley, Phineas;
Allen, Rebekah",--,,,,ZM,WGC,,,,,,,,,,,,,,
Martha,17,18,female,31,A00187000_036,1780-04-29,"Bristol, Bucks County",Pennsylvania,"Allen, Rebecca","Allen, Rebecca",female,"Moon, James;
Buckley, Phins.;
Allen, Rebekah","Moon, James;
Buckley, Phineas;
Allen, Rebekah",--,,,,ZM,WGC,,,,,,,,,,,,,,
Rachel,11,18,female,32,A00187000_037,1780-04-29,"Bristol, Bucks County",Pennsylvania,"Allen, Rebecca","Allen, Rebecca",female,"Moon, James;
Buckley, Phins.;
Allen, Rebekah","Moon, James;
Buckley, Phineas;
Allen, Rebekah",--,,,,ZM,WGC,,,,,,,,,,,,,,
Prince,32,32,male,33,A00187000_038,1777-11-25,"Southhampton,
 Bucks County",Pennsylvania,"Willet, Jonathan","Willet, Jonathan",male,"Blakey, William;
Mitchell, Sarah;
Willet, Jonth.","Blakey, William;
Mitchell, Sarah;
Willet, Jonathan",--,,,,ZM,WGC,,,,,,,,,,,,,,
Ishamel,55,55,male,34,A00187000_039,1777-08-03,"Middletown,
Bucks County",Pennsylvania,"Stackhouse, Isaac","Stackhouse, Isaac",male,"Richardson, William;
Paxson, Jonathan;
Stackhouse, Isaac","Richardson, William;
Paxson, Jonathan;
Stackhouse, Isaac",--,,,,ZM,WGC,,,,,,,,,,,,,,
James,53,53,male,35,A00187000_040,1777-09-24,"Middletown,
Bucks County",Pennsylvania,"Jenks, Jonathan","Jenks, Jonathan",male,"Richardson, William;
Haplen, Thomas;
Jenks, Jonathan","Richardson, William;
Haplen, Thomas;
Jenks, Jonathan",--,,,,ZM,WGC,,,,,,,,,,,,,,
Ishamel,52,52,male,36,A00187000_041,1776-03-08,"Northampton, 
Bucks County",Pennsylvania,"Plumly, John","Plumly, John",male,"Waln, Nicholas;
Plumly, William;
Plumly, John","Waln, Nicholas;
Plumly, William;
Plumly, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Joseph,66,66,male,37,A00187000_042,1776-03-08,"Middletown,
Bucks County",Pennsylvania,"Richardson, Joshua","Richardson, Joshua",male,"Waln, Nicholas;
Richardson, William;
Richardson, Joshua","Waln, Nicholas;
Richardson, William;
Richardson, Joshua",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Sylvia;
Rebekah",25,25,female,38,A00187000_043,1777-10-31,"Northampton, 
Bucks County",Pennsylvania,"Thornton, Joseph","Thornton, Joseph",male,"Stapler, Thomas;
Wildman, James;
Wilson, Thomas;
Richardson, William","Stapler, Thomas;
Wildman, James;
Wilson, Thomas;
Richardson, William",--,,,mother to Rebekah,ZM,WGC,,,,,,,,,,,,,,
Rebekah,7 months,7 months,female,38,A00187000_043,1777-10-31,"Northampton, 
Bucks County",Pennsylvania,"Thornton, Joseph","Thornton, Joseph",male,"Stapler, Thomas;
Wildman, James;
Wilson, Thomas;
Richardson, William","Stapler, Thomas;
Wildman, James;
Wilson, Thomas;
Richardson, William",--,,,daughter of Sylvia,ZM,WGC,,,,,,,,,,,,,,
Matillo,--,--,female,40,A00187000_045,1776-07-27,"Middletown,
Bucks County",Pennsylvania,"Paxson, William","Paxson, William",male,"Moon, James;
Blakey, William;
Paxson, Joseph;
Paxson, Maklon;
Paxson, William","Moon, James;
Blakey, William;
Paxson, Joseph;
Paxson, Maklon;
Paxson, William",--,,,,ZM,WGC,,,,,,,,,,,,,,
Cudjo,100,100,male,41,A00187000_046,1776-03-08,"Northampton, 
Bucks County",Pennsylvania,"Plumly, John","Plumly, John",male,"Waln, Nicholas;
Plumly, John","Waln, Nicholas;
Plumly, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Davenport, Joseph",22,22,male,42,A00187000_047,1776-03-08,"Middletown,
Bucks County",Pennsylvania,"Richardson, Joshua","Richardson, Joshua",male,"Waln, Nicholas;
Rihchardson, William;
Richardson, Joshua","Waln, Nicholas;
Rihchardson, William;
Richardson, Joshua",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Jackson, Phebe",31,31,female,43,A00187000_048,1793-02-01,"Lower Makefield,
Bucks County",Pennsylvania,"Winder, James","Winder, James",male,"Moon, James;
Moon, Moses","Moon, James;
Moon, Moses",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Smith, Dinah",17,18,female,44,A00187000_049,1793-02-01,"Lower Makefield,
Bucks County",Pennsylvania,"Winder, James","Winder, James",male,"Moon, James;
Moon, Moses","Moon, James;
Moon, Moses",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Smith, Archibald",13,21,male,45,A00187000_050,1793-02-01,"Lower Makefield,
Bucks County",Pennsylvania,"Winder, James","Winder, James",male,"Moon, James;
Moon, Moses","Moon, James;
Moon, Moses",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Smith, Charles",6,21,male,46,A00187000_051,1793-02-01,"Lower Makefield,
Bucks County",Pennsylvania,"Winder, James","Winder, James",male,"Moon, James;
Moon, Moses","Moon, James;
Moon, Moses",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Jackson, William",3,21,male,47,A00187000_052,1793-02-01,"Lower Makefield,
Bucks County",Pennsylvania,"Winder, James","Winder, James",male,"Moon, James;
Moon, Moses","Moon, James;
Moon, Moses",--,,,,ZM,WGC,,,,,,,,,,,,,,
"Johnson, Gabriel",29,29,male,49,A00187000_054,1777-06-09,Newtown,Pennsylvania,"Jenny, Thomas","Jenny, Thomas",male,"Smith, Samuel;
Blakey, William","Smith, Samuel;
Blakey, William",--,,,,ZM,WGC,,,,,,,,,,,,,,
Dinah,--,--,female,50,A00187000_055,1778-01-06,Upper Makefield,Pennsylvania,"Beaumont, John","Beaumont, John",male,"Hayhurst, John;
Smith, Samuel","Hayhurst, John;
Smith, Samuel",--,,,,ZM,WGC,,,,,,,,,,,,,,
Hannah Patience Paxton,13,18,female,51,A00187000_056,1778-07-27,Northampton,Pennsylvania,"Leedom, Richard","Leedom, Richard",male,"Smith, Samuel;
Watson, Jno.","Smith, Samuel;
Watson, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Rebekah,33,33,female,61,A00187000_066,1776-08-03,Solebury,Pennsylvania,"Arnitage, Samuel;
Armitage, Mary","Arnitage, Samuel;
Armitage, Mary",male; female,"Eastburn, Samuel;
Watson, Thos.","Eastburn, Samuel;
Watson, Thomas",--,,,,ZM,WGC,,,,,,,,,,,,,,
Peter,19,21,male,62,A00187000_067,1776-08-03,"Amwell, 
Hunterdon County",New Jersey,"Molcomb, Richard","Molcomb, Richard",male,"Eastburn, Samuel;
Watson, Thos.","Eastburn, Samuel;
Watson, Thomas",--,,,,ZM,WGC,,,,,,,,,,,,,,
John Solomon,15,21,male,63,A00187000_068,1776-08-03,Solebury,Pennsylvania,"Schofield, Jonathan","Schofield, Jonathan",male,"Eastburn, Samuel;
Watson, Thos.","Eastburn, Samuel;
Watson, Thomas",--,,,"On page 64, this is edited to free John Solomon immediately",ZM,WGC,,,,,,,,,,,,,,
Rebekah,35,35,female,65,A00187000_070,1776-08-03,--,--,"Simcock, Matthias","Simcock, Matthias",male,"Gillingham, Joseph;
Benson, Oliver","Gillingham, Joseph;
Benson, Oliver",--,,,,ZM,WGC,,,,,,,,,,,,,,
Jude,15,18,female,66,A00187000_071,1779-06-07,Buckingham,Pennsylvania,"Harrold, Samuel","Harrold, Samuel",male,"Watson, Thomas;
Gillingham, John","Watson, Thomas;
Gillingham, John",--,,,,ZM,WGC,,,,,,,,,,,,,,
Mary Bawtrum,under 18,"free @ 18
indentured until 31",female,68;69,"A00187000_073;
A00187000_074",1777-06-14,Upper Makefield,Pennsylvania,"Chapman, John;
Chapman, Mercy","Chapman, John;
Chapman, Mercy",male; female,"Hayhurst, John;
Smith, Samuel;
Moon, James;
Moon, Moses","Hayhurst, John;
Smith, Samuel;
Moon, James;
Moon, Moses",--,,,,ZM,WGC,,,,,,,,,,,,,,
Prince,20,20,male,70,A00187000_075,1781-02-27,Upper Makefield,Pennsylvania,"Harvye, Matthias","Harvye, Matthias",male,"Wiggins, Benjamin;
Hayhurst, John;","Wiggins, Benjamin;
Hayhurst, John;",--,,,,ZM,WGC,,,,,,,,,,,,,,
Jesse,almost 16,21,male,71,A00187000_076,1781-06-13,Buckingham,Pennsylvania,"Malone, Patrick","Malone, Patrick",male,"Watson, Thomas;
Simpson, John;
Paxson, Jacob;
Malone, Hannah ","Watson, Thomas;
Simpson, John;
Paxson, Jacob;
Malone, Hannah ",--,,,,ZM,WGC,,,,,,,,,,,,,,
Lenah,13,18,female,3,A00187002_004,1796-12-01,North Hempstead,New York,"Everit, Thomas","Everit, Thomas",male,"Poit, Henry;
Titan, Henry;
Everitt, Thomas","Poit, Henry;
Titan, Henry;
Everitt, Thomas",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Catherine,--,21,female,4-5,"A00187002_005;
A00187002_006",1798-01-16,North Hempstead,New York,"Nichols, Samuel","Nichols, Samuel",male,"Townsend, Richard;
Seaman, Gideon;
Nichols, Samuel","Townsend, Richard;
Seaman, Gideon;
Nichols, Samuel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Grandus,16,21,male,4-5,"A00187002_005;
A00187002_006",1798-01-16,North Hempstead,New York,"Nichols, Samuel","Nichols, Samuel",male,"Townsend, Richard;
Seaman, Gideon;
Nichols, Samuel","Townsend, Richard;
Seaman, Gideon;
Nichols, Samuel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Jacob,--,21,male,4-5,"A00187002_005;
A00187002_006",1798-01-16,North Hempstead,New York,"Nichols, Samuel","Nichols, Samuel",male,"Townsend, Richard;
Seaman, Gideon;
Nichols, Samuel","Townsend, Richard;
Seaman, Gideon;
Nichols, Samuel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Margaret,--,--,female,5,A00187002_006,1796-02-12,Oysterbay,New York,"Coles, Nathanel","Coles, Nathaniel",male,"Downing, Silas;
Thorn, Elizabeth;
Coles, Nathaniel","Downing, Silas;
Thorn, Elizabeth;
Coles, Nathaniel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Sib,--,--,female,6,A00187002_007,1795-02-12,Oysterbay,New York,"Coles, Nathanel","Coles, Nathaniel",male,"Downing, Silas;
Thorn, Elizabeth;
Coles, Nathaniel","Downing, Silas;
Thorn, Elizabeth;
Coles, Nathaniel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Ann,3,18,female,6-7,"A00187002_007;
A00187002_008",1795-02-17,Oysterbay,New York,"Coles, Nathanel","Coles, Nathaniel",male,"Downing, Silas;
Downing, Phebe;
Coles, Nathaniel","Downing, Silas;
Downing, Phebe;
Coles, Nathaniel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Jack,--,--,male,8,A00187002_009,1795-02-12,Oysterbay,New York,"Coles, Nathanel","Coles, Nathaniel",male,"Downing, Silas;
Thorn, Elizabeth;
Coles, Nathaniel","Downing, Silas;
Thorn, Elizabeth;
Coles, Nathaniel",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Neptune,--,--,male,9,A00187002_010,1798-04-21,Oysterbay,New York,"Valentine, Lewis","Valentine, Lewis",male,"Downing, Silas;
Valentine, Charles;
Valentine, Lewis","Downing, Silas;
Valentine, Charles;
Valentine, Lewis",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Sarah,17,18,female,10,A00187002_011,1798-02-24,Oysterbay,New York,"Frost, Caleb","Frost, Caleb",male,"Downing, Silas;
Downing, Phebe;
Frost, Caleb","Downing, Silas;
Downing, Phebe;
Frost, Caleb",Westbury,,,"he left off the 8
and just wrote 
1790 when talking about her birthday",ZM,WGC,,,,,,,,,,,,,,
Saul,--,--,male,1,A00187003_002,1776-03-15,Oysterbay,New York,"Seaman, Esther;
Seaman, Williams","Seaman, Esther;
Seaman, Williams",male; female,"Valentine, William;
Valentine, Mary","Valentine, William;
Valentine, Mary",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Josiah,--,--,male,2,A00187003_003,1776-03-08,Oysterbay,New York,"Titus, James","Titus, James",male,"Post, Henry;
Downing, Silas","Post, Henry;
Downing, Silas",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Nathaniel,--,--,male,2,A00187003_003,1776-12-31,Oysterbay,New York,"Willets, Rebekah","Willets, Rebekah",female,"Seaman, Gideon;
Valentine, William","Seaman, Gideon;
Valentine, William",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Levnor,--,--,female,3,A00187003_004,1776-03-15,Hempsted,New York,"Hicks, John","Hicks, John",male,"Searing, John;
Titus, James;","Searing, John;
Titus, James",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
David,8,21,male,3,A00187003_004,1776-12-31,Hampstead,New York,"Hicks, John","Hicks, John",male,"Valentine, William;
Seaman, Gedeon","Valentine, William;
Seaman, Gedeon",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Isaac,5,21,male,4,A00187003_005,1776-12-31,Hampstead,New York,"Hicks, John","Hicks, John",male,"Valentine, William;
Seaman, Gideon","Valentine, William;
Seaman, Gideon",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Charles,--,--,male,4,A00187003_005,1776-03-15,Hempsted,New York,"Hicks, John","Hicks, John",male,"Searing, John;
Titus, James","Searing, John;
Titus, James",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Elizabeth,3,18,female,5,A00187003_006,1776-12-31,Hampstead,New York,"Hicks, John","Hicks, John",male,"Valentine, William;
Seaman, Gideon","Valentine, William;
Seaman, Gideon",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Plato,19,21,male,5,A00187003_006,1776-12-31,Hempsted,New York,"Hicks, John","Hicks, John",male,"Valentine, William;
Seaman, Gideon","Valentine, William;
Seaman, Gideon",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Elenor,10,18,female,6,A00187003_007,1776-12-31,Hampstead,New York,"Hicks, John","Hicks, John",male,"Valentine, William;
Seaman, Gideon","Valentine, William;
Seaman, Gideon",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Jacob,18,21,male,6,A00187003_007,1776-12-07,Hampstead,New York,"Willets, Joseph;
Phebe, Loines","Willets, Joseph;
Phebe, Loines",male; female,"Titus, Thomas;
Titus, Kezia","Titus, Thomas;
Titus, Kezia;",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Elbert,13,21,male,7,A00187003_008,1777-01-25,Hampstead,New York,"Phebe, Loines","Phebe, Loines",female,"Downing, Silas;
Titus, Thomas","Downing, Silas;
Titus, Thomas",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Ellenor,15,18,female,7,A00187003_008,1777-01-03,Oysterbay,New York,"Whitson, Henry","Whitson, Henry",male,"Hicks, Elias;
Valentine, William","Hicks, Elias;
Valentine, William",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Stephen,12,21,male,8,A00187003_009,1777-01-03,Oysterbay,New York,"Whitson, Henry","Whitson, Henry",male,"Hicks, Elias;
Valentine, William","Hicks, Elias;
Valentine, William",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
James,14,21,male,8,A00187003_009,1777-01-03,Oysterbay,New York,"Whitson, Henry","Whitson, Henry",male,"Valentine, William;
Gedion, Seaman","Valentine, William;
Gedion, Seaman",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
Philip,--,--,male,9,A00187003_010,1776-03-06,Oysterbay,New York,"Whitson, Henry","Whitson, Henry",male,"Seaman, Williams;
Willis, Fry","Seaman, Williams;
Willis, Fry",Westbury,,,"husband to Mary
father to Philip",ZM,WGC,,,,,,,,,,,,,,
Mary,--,--,female,9,A00187003_010,1776-03-06,Oysterbay,New York,"Whitson, Henry","Whitson, Henry",male,"Seaman, Williams;
Willis, Fry","Seaman, Williams;
Willis, Fry",Westbury,,,"wife to Philip
mother to Philip",ZM,WGC,,,,,,,,,,,,,,
Tom,--,--,male,10,A00187003_011,1776-03-11,Oysterbay,New York,"Whitson, Henry","Whitson, Henry",male,"Whitson, John;
Whitson, Deborah","Whitson, John;
Whitson, Deborah",Westbury,,,,ZM,WGC,,,,,,,,,,,,,,
